"_id",author,helpful_num,rating,reply,review
"db9f39a2904bd08f1f0e17e90cf9a5b6Fran Sancho'sMarch 17, 20191074","Fran Sancho'sMarch 17, 2019",1,5,None," best casino slots game out there the way it plays just like a real casino sometimes your up and then sometimes sloto will beat you down to your socks but dont cause sloto has many ways to get free coins and keep you playing so down load this app and ill c you in tournment c if you got what it takes ...Full Reviewbest casino slots game out there the way it plays just like a real casino sometimes your up and then sometimes sloto will beat you down to your socks but dont cause sloto has many ways to get free coins and keep you playing so down load this app and ill c you in tournment c if you got what it takes to be a slotomania champ"
"dba3c0996da4095fbe7ec287fcbe053bRonda MurrayMay 17, 201960","Ronda MurrayMay 17, 2019",10,1,None," So many glitches and connection issues constantly!!! Customer Support rarely if ever responds to emails as if they thoroughly read what you wrote them, if they even reply back. They blame you instead of taking responsibility for their problems with the app/machine. So many players/customers are dele...Full ReviewSo many glitches and connection issues constantly!!! Customer Support rarely if ever responds to emails as if they thoroughly read what you wrote them, if they even reply back. They blame you instead of taking responsibility for their problems with the app/machine. So many players/customers are deleting daily because of these or multiple others0!!! So sad..."
"dbb68ca6283522712f771ad824b6d77eAngie BarkerMarch 15, 2019806","Angie BarkerMarch 15, 2019",1,2,None," I love this game I play a large amount each spin when a get slot card they all old the ace games don't give ace if you not going to stick my the rule don't add games to the game just let us play what do it take to get news cards haven't had a new card in a month and play every day."
"dbb68ca6283522712f771ad824b6d77eAngie BarkerMarch 15, 2019862","Angie BarkerMarch 15, 2019",1,2,None," I love this game I play a large amount each spin when a get slot card they all old the ace games don't give ace if you not going to stick my the rule don't add games to the game just let us play what do it take to get news cards haven't had a new card in a month and play every day."
"dbb68ca6283522712f771ad824b6d77eAngie BarkerMarch 15, 2019902","Angie BarkerMarch 15, 2019",1,2,None," I love this game I play a large amount each spin when a get slot card they all old the ace games don't give ace if you not going to stick my the rule don't add games to the game just let us play what do it take to get news cards haven't had a new card in a month and play every day."
"dbb68ca6283522712f771ad824b6d77eAngie BarkerMarch 15, 2019932","Angie BarkerMarch 15, 2019",1,2,None," I love this game I play a large amount each spin when a get slot card they all old the ace games don't give ace if you not going to stick my the rule don't add games to the game just let us play what do it take to get news cards haven't had a new card in a month and play every day."
"dbb68ca6283522712f771ad824b6d77eAngie BarkerMarch 15, 2019934","Angie BarkerMarch 15, 2019",1,2,None," I love this game I play a large amount each spin when a get slot card they all old the ace games don't give ace if you not going to stick my the rule don't add games to the game just let us play what do it take to get news cards haven't had a new card in a month and play every day."
"dbc420db014561851a76e057c57994deSly CobraJune 1, 2019618","Sly CobraJune 1, 2019",8,4,"PlaytikaMay 22, 2019Hey there, thanks for sharing your experience with the game. Slotomania offers over 15 ways to get free coins - daily dashes, daily bonuses, promotions, hourly bonuses, albums completion & more. Meanwhile, I will bring up your feedback in the next management meeting. Can you please update your star rating to match the amazing comments you made?"," games is fun lot of new stuff has made it better but because of the level i have reached you have to bet ridiculous amounts to activate the special features but all in all i am enjoyed playing"
"dbe2f132797e84fcb2cb04aaba590aa6Darin KetnerFebruary 21, 2019725","Darin KetnerFebruary 21, 2019",1,4,None," I love the graphics and the games are sensational looking and extremely fun to play. My only drawback is that for an occasional purchaser like myself, the payouts are very tight and i find myself having to quit alot to wait many hours for more free coins."
"dbe4f76fc746cec9b03a52ec31314620A Google userMay 14, 20195","A Google userMay 14, 2019",80,5,None," well I was barely hanging in there and could not afford to buy any coins then all of sudden I hit the grand Jackpot for like 35 billion. So I'm doing pretty well right now. We'll guess I spoke to soon cause now I'm back down to 3 billion."
"dbf8fbd6af9d7a5030a91a79f1546fd6Vaughn CrawfordMay 15, 20191038","Vaughn CrawfordMay 15, 2019",0,4,None," A pretty good slots game, I played a couple before this one but they didn't do it for me. This one gives you gold when you inevitably run out."
"dbf8fbd6af9d7a5030a91a79f1546fd6Vaughn CrawfordMay 15, 20191071","Vaughn CrawfordMay 15, 2019",0,4,None," A pretty good slots game, I played a couple before this one but they didn't do it for me. This one gives you gold when you inevitably run out."
"dbf8fbd6af9d7a5030a91a79f1546fd6Vaughn CrawfordMay 15, 2019270","Vaughn CrawfordMay 15, 2019",0,4,None," A pretty good slots game, I played a couple before this one but they didn't do it for me. This one gives you gold when you inevitably run out."
"dbf8fbd6af9d7a5030a91a79f1546fd6Vaughn CrawfordMay 15, 2019272","Vaughn CrawfordMay 15, 2019",0,4,None," A pretty good slots game, I played a couple before this one but they didn't do it for me. This one gives you gold when you inevitably run out."
"dbf8fbd6af9d7a5030a91a79f1546fd6Vaughn CrawfordMay 15, 2019303","Vaughn CrawfordMay 15, 2019",0,4,None," A pretty good slots game, I played a couple before this one but they didn't do it for me. This one gives you gold when you inevitably run out."
"dbf8fbd6af9d7a5030a91a79f1546fd6Vaughn CrawfordMay 15, 2019987","Vaughn CrawfordMay 15, 2019",0,4,None," A pretty good slots game, I played a couple before this one but they didn't do it for me. This one gives you gold when you inevitably run out."
"dc105973fb160a44c45ae186bd797b3eMr. StringsMay 10, 2019139","Mr. StringsMay 10, 2019",3,2,None," The game has hit rock bottom. Slim to no payouts, games that lock your coins so you have to play billions to play one bonus game. And even after spending some money thinking it might make a difference on my payback percentage it actually seemed to get worse. Bummed because this used to be my favorit...Full ReviewThe game has hit rock bottom. Slim to no payouts, games that lock your coins so you have to play billions to play one bonus game. And even after spending some money thinking it might make a difference on my payback percentage it actually seemed to get worse. Bummed because this used to be my favorite game."
"dc265a062cd5968f184e39b8e51b2f0eA Google userFebruary 28, 20191483","A Google userFebruary 28, 2019",1,2,None," it is a hot and cold game the only thing id say to fix the gaming experience is to discount the amount us loyal players have to pay"
"dc265a062cd5968f184e39b8e51b2f0eA Google userFebruary 28, 20191554","A Google userFebruary 28, 2019",1,2,None," it is a hot and cold game the only thing id say to fix the gaming experience is to discount the amount us loyal players have to pay"
"dc2a2fe7c2585eb0da5ad903376fee67A Google userMarch 21, 2019715","A Google userMarch 21, 2019",1,1,None," what's up with this... i have a screenshot of me hitting the bonus and i got nothing. it just went on like i never hot the bonus at all. i have screenshots showing i hit it.... fix that please this is unnecessary... it really is"
"dc2a2fe7c2585eb0da5ad903376fee67A Google userMarch 21, 2019780","A Google userMarch 21, 2019",1,1,None," what's up with this... i have a screenshot of me hitting the bonus and i got nothing. it just went on like i never hot the bonus at all. i have screenshots showing i hit it.... fix that please this is unnecessary... it really is"
"dc2a2fe7c2585eb0da5ad903376fee67A Google userMarch 21, 2019807","A Google userMarch 21, 2019",1,1,None," what's up with this... i have a screenshot of me hitting the bonus and i got nothing. it just went on like i never hot the bonus at all. i have screenshots showing i hit it.... fix that please this is unnecessary... it really is"
"dc2a2fe7c2585eb0da5ad903376fee67A Google userMarch 21, 2019844","A Google userMarch 21, 2019",1,1,None," what's up with this... i have a screenshot of me hitting the bonus and i got nothing. it just went on like i never hot the bonus at all. i have screenshots showing i hit it.... fix that please this is unnecessary... it really is"
"dc2a2fe7c2585eb0da5ad903376fee67A Google userMarch 21, 2019845","A Google userMarch 21, 2019",1,1,None," what's up with this... i have a screenshot of me hitting the bonus and i got nothing. it just went on like i never hot the bonus at all. i have screenshots showing i hit it.... fix that please this is unnecessary... it really is"
"dc2dc8935d13f8537f0214ab6344a123Patricia WhiteMay 15, 201952","Patricia WhiteMay 15, 2019",8,1,None," was fun but they changed it and unless you pay money to play you achieve nothing. a lot of side games to get involved in to play - cost lots of coins- not a straight slot game more of a cult group game. need friends to play to send you coins to play so you dont have to buy them. i like to play on my...Full Reviewwas fun but they changed it and unless you pay money to play you achieve nothing. a lot of side games to get involved in to play - cost lots of coins- not a straight slot game more of a cult group game. need friends to play to send you coins to play so you dont have to buy them. i like to play on my own so it is costly without friends sending u coins to play. if u want straight slots go elsewhere. this is not the place for just slots it is a cult group game that has gone down the drain - BEWARE"
"dc371cb1449317e1ba999298c665563fSpencer HarrimanMay 5, 20191110","Spencer HarrimanMay 5, 2019",0,4,None," Far too many notifications....other that that game is entertaining and easy to understand."
